state,party,year
Wisconsin,Democrat,1851
Wisconsin,Democrat,1852
Maryland,Democrat,1848
Maryland,Democrat,1849
Maryland,Democrat,1850
Maryland,Democrat,1851
Michigan,Democratic,1848
Michigan,Democratic,1849
Michigan,Democratic,1850
Texas,Democrat,1847
Texas,Democrat,1848
Texas,Democrat,1849
Alabama,Democrat,1847
Alabama,Democrat,1848
Alabama,Democrat,1849
Georgia,Democrat,1847
Georgia,Democrat,1848
Georgia,Democrat,1849
Georgia,Democrat,1850
Georgia,Democrat,1851
Tennessee,Whig/Know-Nothing,1847
Tennessee,Whig/Know-Nothing,1848
Tennessee,Whig/Know-Nothing,1849
New Hampshire,Democratic,1847
New Hampshire,Democratic,1848
New Hampshire,Democratic,1849
Connecticut,Whig,1847
Connecticut,Whig,1848
Connecticut,Whig,1849
Rhode Island,Whig,1847
Rhode Island,Whig,1848
Rhode Island,Whig,1849
Maine,Democrat,1847
Maine,Democrat,1848
Maine,Democrat,1849
Maine,Democrat,1850
Maine,Democrat,1844
Michigan,Democratic,1847
Michigan,Democratic,1848
Delaware,Democrat,1847
Delaware,Democrat,1848
Delaware,Democrat,1849
Delaware,Democrat,1850
Delaware,Democrat,1851
New York,Whig,1847
New York,Whig,1848
New York,Whig,1849
Iowa,Democrat,1846
Iowa,Democrat,1847
Iowa,Democrat,1848
Iowa,Democrat,1849
Iowa,Democrat,1850
Ohio,Whig,1846
Ohio,Whig,1847
Ohio,Whig,1848
Ohio,Whig,1849
Illinois,Democrat,1846
Illinois,Democrat,1847
Illinois,Democrat,1848
Illinois,Democrat,1849
Illinois,Democrat,1850
Illinois,Democrat,1851
Illinois,Democrat,1852
Illinois,Democrat,1853
South Carolina,Democrat,1846
South Carolina,Democrat,1847
South Carolina,Democrat,1848
Vermont,Whig,1846
Vermont,Whig,1847
Vermont,Whig,1848
New Hampshire,Whig,1846
New Hampshire,Whig,1847
Rhode Island,Whig,1846
Rhode Island,Whig,1847
Delaware,Whig,1846
Delaware,Whig,1847
Connecticut,Democrat,1846
Connecticut,Democrat,1847
Delaware,Whig,1846
Texas,Democrat,1846
Texas,Democrat,1847
Louisiana,Democratic,1846
Louisiana,Democratic,1847
Louisiana,Democratic,1848
Louisiana,Democratic,1849
Louisiana,Democratic,1850
Michigan,Democrat,1846
Michigan,Democrat,1847
Alabama,Independent,1845
Alabama,Independent,1846
Alabama,Independent,1847
Tennessee,Democrat,1845
Tennessee,Democrat,1846
Tennessee,Democrat,1847
Florida,Democrat,1845
Florida,Democrat,1846
Florida,Democrat,1847
Florida,Democrat,1848
Florida,Democrat,1849
Rhode Island,Whig,1845
Rhode Island,Whig,1846
Pennsylvania,Jacksonian Democrat,1845
Pennsylvania,Jacksonian Democrat,1846
Pennsylvania,Jacksonian Democrat,1847
Pennsylvania,Jacksonian Democrat,1848
New Jersey,Whig,1845
New Jersey,Whig,1846
New Jersey,Whig,1847
New Jersey,Whig,1848
Delaware,Whig,1845
Delaware,Whig,1846
Maryland,Whig; Democrat,1845
Maryland,Whig; Democrat,1846
Maryland,Whig; Democrat,1847
Maryland,Whig; Democrat,1848
New York,Democratic,1845
New York,Democratic,1846
New York,Democratic,1847
North Carolina,Whig,1845
North Carolina,Whig,1846
North Carolina,Whig,1847
North Carolina,Whig,1848
North Carolina,Whig,1849
Ohio,Whig,1844
Ohio,Whig,1845
Ohio,Whig,1846
South Carolina,Democrat,1844
South Carolina,Democrat,1845
South Carolina,Democrat,1846
Missouri,,1844
Missouri,,1845
Missouri,,1846
Missouri,,1847
Missouri,,1848
Arkansas,Democrat,1844
Arkansas,Democrat,1845
Arkansas,Democrat,1846
Arkansas,Democrat,1847
Arkansas,Democrat,1848
Arkansas,Democrat,1849
Vermont,Whig,1844
Vermont,Whig,1845
Vermont,Whig,1846
Kentucky,Whig,1844
Kentucky,Whig,1845
Kentucky,Whig,1846
Kentucky,Whig,1847
Kentucky,Whig,1848
New Hampshire,Democratic,1844
New Hampshire,Democratic,1845
New Hampshire,Democratic,1846
Connecticut,Whig,1844
Connecticut,Whig,1845
Connecticut,Whig,1846
Arkansas,Democrat,1844
Ohio,Democratic,1844
Missouri,Democratic,1844
Mississippi,Democratic,1844
Mississippi,Democratic,1845
Mississippi,Democratic,1846
Mississippi,Democratic,1847
Mississippi,Democratic,1848
Maine,Democrat,1844
Maine,Democrat,1845
Maine,Democrat,1846
Maine,Democrat,1847
Maine,Democrat,1844
Massachusetts,"Anti-Jacksonian, Whig",1844
Massachusetts,"Anti-Jacksonian, Whig",1845
Massachusetts,"Anti-Jacksonian, Whig",1846
Massachusetts,"Anti-Jacksonian, Whig",1847
Massachusetts,"Anti-Jacksonian, Whig",1848
Massachusetts,"Anti-Jacksonian, Whig",1849
Massachusetts,"Anti-Jacksonian, Whig",1850
Massachusetts,"Anti-Jacksonian, Whig",1851
Indiana,Democrat,1843
Indiana,Democrat,1844
Indiana,Democrat,1845
Indiana,Democrat,1846
Indiana,Democrat,1847
Indiana,Democrat,1848
Georgia,Whig,1843
Georgia,Whig,1844
Georgia,Whig,1845
Georgia,Whig,1846
Georgia,Whig,1847
New Jersey,Democratic,1843
New Jersey,Democratic,1844
New Jersey,Democratic,1845
Vermont,Whig,1843
Vermont,Whig,1844
Rhode Island,F-R; Whig,1843
Rhode Island,F-R; Whig,1844
Rhode Island,F-R; Whig,1845
Rhode Island,F-R; Whig,1824
Rhode Island,F-R; Whig,1825
Rhode Island,F-R; Whig,1826
Rhode Island,F-R; Whig,1827
Rhode Island,F-R; Whig,1828
Rhode Island,F-R; Whig,1829
Rhode Island,F-R; Whig,1830
Rhode Island,F-R; Whig,1831
Rhode Island,F-R; Whig,1807
Rhode Island,F-R; Whig,1808
Rhode Island,F-R; Whig,1809
Rhode Island,F-R; Whig,1810
Rhode Island,F-R; Whig,1811
Maine,Democrat,1843
Maine,Democrat,1844
Louisiana,Democratic,1843
Louisiana,Democratic,1844
Louisiana,Democratic,1845
Louisiana,Democratic,1846
Virginia,Democrat,1843
Virginia,Democrat,1844
Virginia,Democrat,1845
Virginia,Democrat,1846
New York,Democratic,1843
New York,Democratic,1844
New York,Democratic,1845
Ohio,Democratic,1842
Ohio,Democratic,1843
Ohio,Democratic,1844
Ohio,Democratic,1838
Ohio,Democratic,1839
Ohio,Democratic,1840
Illinois,Democrat,1842
Illinois,Democrat,1843
Illinois,Democrat,1844
Illinois,Democrat,1845
Illinois,Democrat,1846
South Carolina,Democrat,1842
South Carolina,Democrat,1843
South Carolina,Democrat,1844
New Hampshire,Democratic,1842
New Hampshire,Democratic,1843
New Hampshire,Democratic,1844
Connecticut,Democrat,1842
Connecticut,Democrat,1843
Connecticut,Democrat,1844
Virginia,Whig,1842
Virginia,Whig,1843
Mississippi,Democratic,1842
Mississippi,Democratic,1843
Mississippi,Democratic,1844
Maine,Democrat,1842
Maine,Democrat,1843
Maine,Democrat,1839
Maine,Democrat,1840
Maine,Democrat,1841
Maryland,Democrat; Unionist; Republican,1842
Maryland,Democrat; Unionist; Republican,1843
Maryland,Democrat; Unionist; Republican,1844
Maryland,Democrat; Unionist; Republican,1845
Alabama,Democrat,1841
Alabama,Democrat,1842
Alabama,Democrat,1843
Alabama,Democrat,1844
Alabama,Democrat,1845
Tennessee,Whig,1841
Tennessee,Whig,1842
Tennessee,Whig,1843
Tennessee,Whig,1844
Tennessee,Whig,1845
Vermont,Whig,1841
Vermont,Whig,1842
Vermont,Whig,1843
Virginia,Democrat,1841
Virginia,Democrat,1842
Virginia,Whig,1841
Michigan,Whig,1841
Michigan,Whig,1842
Delaware,Whig,1841
Delaware,Whig,1842
Delaware,Whig,1843
Delaware,Whig,1844
Delaware,Whig,1845
Maine,Whig,1841
Maine,Whig,1842
Maine,Whig,1838
Maine,Whig,1839
Maine,Whig,1841
Massachusetts,Whig,1841
Massachusetts,Whig,1842
Massachusetts,Whig,1843
Massachusetts,Whig,1834
Massachusetts,Whig,1835
North Carolina,Whig,1841
North Carolina,Whig,1842
North Carolina,Whig,1843
North Carolina,Whig,1844
North Carolina,Whig,1845
Ohio,Whig,1840
Ohio,Whig,1841
Ohio,Whig,1842
South Carolina,Democrat,1840
South Carolina,Democrat,1841
South Carolina,Democrat,1842
Indiana,Whig,1840
Indiana,Whig,1841
Indiana,Whig,1842
Indiana,Whig,1843
Missouri,Democratic,1840
Missouri,Democratic,1841
Missouri,Democratic,1842
Missouri,Democratic,1843
Missouri,Democratic,1844
Arkansas,Democrat,1840
Arkansas,Democrat,1841
Arkansas,Democrat,1842
Arkansas,Democrat,1843
Arkansas,Democrat,1844
Kentucky,Whig,1840
Kentucky,Whig,1841
Kentucky,Whig,1842
Kentucky,Whig,1843
Kentucky,Whig,1844
South Carolina,Democrat,1840
Virginia,Whig,1840
Virginia,Whig,1841
Michigan,Whig,1840
Michigan,Whig,1841
Georgia,,1839
Georgia,,1840
Georgia,,1841
Georgia,,1842
Georgia,,1843
Tennessee,Democrat,1839
Tennessee,Democrat,1840
Tennessee,Democrat,1841
Kentucky,Whig,1839
Kentucky,Whig,1840
New Hampshire,Democratic,1839
New Hampshire,Democratic,1840
New Hampshire,Democratic,1841
New Hampshire,Democratic,1842
Rhode Island,Whig,1839
Rhode Island,Whig,1840
Rhode Island,Whig,1841
Rhode Island,Whig,1842
Rhode Island,Whig,1843
Pennsylvania,Democratic-Republican(Jacksonian Democrat),1839
Pennsylvania,Democratic-Republican(Jacksonian Democrat),1840
Pennsylvania,Democratic-Republican(Jacksonian Democrat),1841
Pennsylvania,Democratic-Republican(Jacksonian Democrat),1842
Pennsylvania,Democratic-Republican(Jacksonian Democrat),1843
Pennsylvania,Democratic-Republican(Jacksonian Democrat),1844
Pennsylvania,Democratic-Republican(Jacksonian Democrat),1845
Maryland,Federalist; anti-Jackson Democrat by 1828,1839
Maryland,Federalist; anti-Jackson Democrat by 1828,1840
Maryland,Federalist; anti-Jackson Democrat by 1828,1841
Maryland,Federalist; anti-Jackson Democrat by 1828,1842
New York,Whig,1839
New York,Whig,1840
New York,Whig,1841
New York,Whig,1842
New York,Whig,1843
South Carolina,Democrat,1838
South Carolina,Democrat,1839
South Carolina,Democrat,1840
Illinois,Democrat,1838
Illinois,Democrat,1839
Illinois,Democrat,1840
Illinois,Democrat,1841
Illinois,Democrat,1842
Rhode Island,Whig,1838
Rhode Island,Whig,1839
Connecticut,Whig,1838
Connecticut,Whig,1839
Connecticut,Whig,1840
Connecticut,Whig,1841
Connecticut,Whig,1842
Mississippi,Democratic,1838
Mississippi,Democratic,1839
Mississippi,Democratic,1840
Mississippi,Democratic,1841
Mississippi,Democratic,1842
Indiana,Whig,1837
Indiana,Whig,1838
Indiana,Whig,1839
Indiana,Whig,1840
Alabama,Democrat,1837
Alabama,Democrat,1838
Alabama,Democrat,1839
Alabama,Democrat,1840
Alabama,Democrat,1841
Georgia,Democrat-Whig,1837
Georgia,Democrat-Whig,1838
Georgia,Democrat-Whig,1839
Georgia,Democrat-Whig,1829
Georgia,Democrat-Whig,1830
Georgia,Democrat-Whig,1831
Alabama,Democrat,1837
Virginia,Democrat,1837
Virginia,Democrat,1838
Virginia,Democrat,1839
Virginia,Democrat,1840
Virginia,Democrat,1841
Virginia,Democrat,1842
Virginia,Democrat,1843
Virginia,Democrat,1844
Virginia,Democrat,1845
Virginia,Democrat,1846
Virginia,Democrat,1847
Virginia,Democrat,1848
Virginia,Democrat,1849
Virginia,Democrat,1850
Virginia,Democrat,1851
Virginia,Democrat,1852
Virginia,Democrat,1853
Virginia,Democrat,1854
Virginia,Democrat,1855
Virginia,Democrat,1856
Virginia,Democrat,1857
Virginia,Democrat,1858
Virginia,Democrat,1859
Virginia,Democrat,1860
Virginia,Democrat,1861
Virginia,Democrat,1862
Virginia,Democrat,1863
Virginia,Democrat,1864
Virginia,Democrat,1865
Virginia,Democrat,1866
Virginia,Democrat,1867
Virginia,Democrat,1868
Virginia,Democrat,1869
Virginia,Democrat,1870
Virginia,Democrat,1871
Virginia,Democrat,1872
Virginia,Democrat,1873
Virginia,Democrat,1874
Virginia,Democrat,1875
Virginia,Democrat,1876
Virginia,Democrat,1877
Virginia,Democrat,1878
Virginia,Democrat,1879
Virginia,Democrat,1880
Virginia,Democrat,1881
Virginia,Democrat,1882
Virginia,Democrat,1883
Virginia,Democrat,1884
Virginia,Democrat,1885
Virginia,Democrat,1886
Virginia,Democrat,1887
Virginia,Democrat,1888
Virginia,Democrat,1889
Virginia,Democrat,1890
Virginia,Democrat,1891
Virginia,Democrat,1892
Virginia,Democrat,1893
Virginia,Democrat,1894
Virginia,Democrat,1895
Virginia,Democrat,1896
Virginia,Democrat,1897
Virginia,Democrat,1898
Virginia,Democrat,1899
Virginia,Democrat,1900
Virginia,Democrat,1901
Virginia,Democrat,1902
Virginia,Democrat,1903
Virginia,Democrat,1904
Virginia,Democrat,1905
Virginia,Democrat,1906
Virginia,Democrat,1907
Virginia,Democrat,1908
Virginia,Democrat,1909
Virginia,Democrat,1910
Virginia,Democrat,1911
Virginia,Democrat,1912
Virginia,Democrat,1913
Virginia,Democrat,1914
Virginia,Democrat,1915
Virginia,Democrat,1916
Virginia,Democrat,1917
Virginia,Democrat,1918
Virginia,Democrat,1919
Virginia,Democrat,1920
Virginia,Democrat,1921
Virginia,Democrat,1922
Virginia,Democrat,1923
Virginia,Democrat,1924
Virginia,Democrat,1925
Virginia,Democrat,1926
Virginia,Democrat,1927
Virginia,Democrat,1928
Virginia,Democrat,1929
Virginia,Democrat,1930
Virginia,Democrat,1931
Virginia,Democrat,1932
Virginia,Democrat,1933
Virginia,Democrat,1934
Virginia,Democrat,1935
Virginia,Democrat,1936
Virginia,Democrat,1937
Virginia,Democrat,1938
Virginia,Democrat,1939
Virginia,Democrat,1940
Michigan,Democratic,1837
Michigan,Democratic,1838
Michigan,Democratic,1839
Michigan,Democratic,1840
Delaware,Whig,1837
Delaware,Whig,1838
Delaware,Whig,1839
Delaware,Whig,1840
Delaware,Whig,1841
North Carolina,Whig,1836
North Carolina,Whig,1837
North Carolina,Whig,1838
North Carolina,Whig,1839
North Carolina,Whig,1840
North Carolina,Whig,1841
Ohio,Whig,1836
Ohio,Whig,1837
Ohio,Whig,1838
South Carolina,Democrat,1836
South Carolina,Democrat,1837
South Carolina,Democrat,1838
New Jersey,Democratic,1836
New Jersey,Democratic,1837
Missouri,Democratic,1836
Missouri,Democratic,1837
Missouri,Democratic,1838
Missouri,Democratic,1839
Missouri,Democratic,1840
Arkansas,Democrat,1836
Arkansas,Democrat,1837
Arkansas,Democrat,1838
Arkansas,Democrat,1839
Arkansas,Democrat,1840
Kentucky,Whig,1836
Kentucky,Whig,1837
Kentucky,Whig,1838
Kentucky,Whig,1839
New Hampshire,Democratic,1836
New Hampshire,Democratic,1837
New Hampshire,Democratic,1838
New Hampshire,Democratic,1839
Delaware,Federalist,1836
Delaware,Federalist,1837
Delaware,Federalist,1827
Delaware,Federalist,1828
Delaware,Federalist,1829
Delaware,Federalist,1830
Virginia,Whig,1836
Virginia,Whig,1837
Maryland,Whig,1836
Maryland,Whig,1837
Maryland,Whig,1838
Maryland,Whig,1839
Massachusetts,Whig,1836
Massachusetts,Whig,1837
Massachusetts,Whig,1838
Massachusetts,Whig,1839
Massachusetts,Whig,1840
Mississippi,"Democrat, later a Whig",1836
Mississippi,"Democrat, later a Whig",1837
Mississippi,"Democrat, later a Whig",1838
Mississippi,"Democrat, later a Whig",1833
Pennsylvania,Anti-Mason,1835
Pennsylvania,Anti-Mason,1836
Pennsylvania,Anti-Mason,1837
Pennsylvania,Anti-Mason,1838
Pennsylvania,Anti-Mason,1839
North Carolina,Democratic,1835
North Carolina,Democratic,1836
Alabama,Democrat,1835
Alabama,Democrat,1836
Alabama,Democrat,1837
Georgia,Union Democrat,1835
Georgia,Union Democrat,1836
Georgia,Union Democrat,1837
Vermont,Whig,1835
Vermont,Whig,1836
Vermont,Whig,1837
Vermont,Whig,1838
Vermont,Whig,1839
Vermont,Whig,1840
Vermont,Whig,1841
Tennessee,Whig,1835
Tennessee,Whig,1836
Tennessee,Whig,1837
Tennessee,Whig,1838
Tennessee,Whig,1839
Connecticut,Democrat,1835
Connecticut,Democrat,1836
Connecticut,Democrat,1837
Connecticut,Democrat,1838
Connecticut,Democrat,1833
Connecticut,Democrat,1834
Massachusetts,Whig,1835
Massachusetts,Whig,1836
Louisiana,Whig,1835
Louisiana,Whig,1836
Louisiana,Whig,1837
Louisiana,Whig,1838
Louisiana,Whig,1839
South Carolina,Democrat,1834
South Carolina,Democrat,1835
South Carolina,Democrat,1836
Illinois,Democrat,1834
Illinois,Democrat,1835
Illinois,Democrat,1836
Illinois,Democrat,1837
Illinois,Democrat,1838
Illinois,Democrat,1834
New Hampshire,Democratic,1834
New Hampshire,Democratic,1835
New Hampshire,Democratic,1836
Connecticut,Whig,1834
Connecticut,Whig,1835
Virginia,Whig,1834
Virginia,Whig,1835
Virginia,Whig,1836
Kentucky,Whig,1834
Kentucky,Whig,1835
Kentucky,Whig,1836
Maine,Democrat,1834
Maine,Democrat,1835
Maine,Democrat,1836
Maine,Democrat,1837
Maine,Democrat,1838
South Carolina,Democrat,1833
South Carolina,Democrat,1834
Mississippi,Democratic,1833
Mississippi,Democratic,1834
Mississippi,Democratic,1835
New Jersey,"Jacksonian, Democrat",1833
New Jersey,"Jacksonian, Democrat",1834
New Jersey,"Jacksonian, Democrat",1835
New Jersey,"Jacksonian, Democrat",1836
New Jersey,"Jacksonian, Democrat",1829
New Jersey,"Jacksonian, Democrat",1830
New Jersey,"Jacksonian, Democrat",1831
New Jersey,"Jacksonian, Democrat",1832
Rhode Island,Democratic-Republican,1833
Rhode Island,Democratic-Republican,1834
Rhode Island,Democratic-Republican,1835
Rhode Island,Democratic-Republican,1836
Rhode Island,Democratic-Republican,1837
Rhode Island,Democratic-Republican,1838
New Jersey,Whig,1833
Maryland,Whig,1833
Maryland,Whig,1834
Maryland,Whig,1835
Maryland,Whig,1836
Delaware,Democrat,1833
Delaware,Democrat,1834
Delaware,Democrat,1835
Delaware,Democrat,1836
New York,Jeffersonian Republican,1833
New York,Jeffersonian Republican,1834
New York,Jeffersonian Republican,1835
New York,Jeffersonian Republican,1836
New York,Jeffersonian Republican,1837
New York,Jeffersonian Republican,1838
New York,Jeffersonian Republican,1839
Ohio,Democratic,1832
Ohio,Democratic,1833
Ohio,Democratic,1834
Ohio,Democratic,1835
Ohio,Democratic,1836
North Carolina,Whig,1832
North Carolina,Whig,1833
North Carolina,Whig,1834
North Carolina,Whig,1835
Missouri,Democratic,1832
Missouri,Democratic,1833
Missouri,Democratic,1834
Missouri,Democratic,1835
Missouri,Democratic,1836
New Jersey,Whig,1832
New Jersey,Whig,1833
Kentucky,Jacksonian Democrat,1832
Kentucky,Jacksonian Democrat,1833
Kentucky,Jacksonian Democrat,1834
Mississippi,Democratic,1832
Mississippi,Democratic,1833
Indiana,Whig,1831
Indiana,Whig,1832
Indiana,Whig,1833
Indiana,Whig,1834
Indiana,Whig,1835
Indiana,Whig,1836
Indiana,Whig,1837
Alabama,Democrat,1831
Alabama,Democrat,1832
Alabama,Democrat,1833
Alabama,Democrat,1834
Alabama,Democrat,1835
Georgia,Union Democrat,1831
Georgia,Union Democrat,1832
Georgia,Union Democrat,1833
Georgia,Union Democrat,1834
Georgia,Union Democrat,1835
Vermont,Anti-Masonic,1831
Vermont,Anti-Masonic,1832
Vermont,Anti-Masonic,1833
Vermont,Anti-Masonic,1834
Vermont,Anti-Masonic,1835
Maryland,Whig,1831
Maryland,Whig,1832
Maryland,Whig,1833
New Hampshire,Democratic,1831
New Hampshire,Democratic,1832
New Hampshire,Democratic,1833
New Hampshire,Democratic,1834
Rhode Island,,1831
Rhode Island,,1832
Rhode Island,,1833
Alabama,Democrat,1831
Connecticut,National - Republican,1831
Connecticut,National - Republican,1832
Connecticut,National - Republican,1833
New Hampshire,Democratic,1831
Louisiana,Whig,1831
Louisiana,Whig,1832
Louisiana,Whig,1833
Louisiana,Whig,1834
Louisiana,Whig,1835
Maryland,Whig,1831
Maryland,Whig,1829
Maryland,Whig,1830
Maine,Democratic-Republican,1831
Maine,Democratic-Republican,1832
Maine,Democratic-Republican,1833
Maine,Democratic-Republican,1834
Ohio,National Republican,1830
Ohio,National Republican,1831
